,Game,Nash
65,"( ([[0.83195067, 0.34187499, 0.23437456],
       [0.75993998, 0.03977025, 0.40023592],
       [0.22477654, 0.66594667, 0.53858843]]),  ([[0.20347503, 0.36871105, 0.92011821],
       [0.17586731, 0.59720629, 0.69224165],
       [0.5746542 , 0.41952739, 0.32945418]]))","[( ([0.07474913, 0.22755898, 0.69769189]),  ([0.33777339, 0.18273655, 0.47949006]))]"
66,"( ([[0.27173068, 0.06718264, 0.21395986],
       [0.98111086, 0.41892726, 0.32899226],
       [0.33684234, 0.78942156, 0.78354339]]),  ([[0.91055743, 0.9489641 , 0.3156685 ],
       [0.53735205, 0.47813285, 0.25586386],
       [0.31038719, 0.95275594, 0.86314872]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.        , 0.91559261, 0.08440739]),  ([0.36510433, 0.63489567, 0.        ]))]"
67,"( ([[0.7597198 , 0.54482467, 0.48844643],
       [0.21721637, 0.50098813, 0.64204715],
       [0.30722866, 0.88559484, 0.46102475]]),  ([[0.8697225 , 0.1224823 , 0.5485607 ],
       [0.89025975, 0.1051046 , 0.97901709],
       [0.03078123, 0.17098126, 0.1251713 ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.216524, 0.783476, 0.      ]),  ([0.22065767, 0.        , 0.77934233])), ( ([0.        , 0.04980845, 0.95019155]),  ([0.        , 0.32003728, 0.67996272]))]"
68,"( ([[0.45327632, 0.58700009, 0.5262508 ],
       [0.8443906 , 0.25390801, 0.55459247],
       [0.38781981, 0.3767489 , 0.94658479]]),  ([[0.99402225, 0.05211838, 0.93609153],
       [0.82137934, 0.48747731, 0.32204467],
       [0.94407201, 0.37938182, 0.0780223 ]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
69,"( ([[0.07318769, 0.81166014, 0.87315007],
       [0.78841009, 0.08817187, 0.51281596],
       [0.4703965 , 0.77957708, 0.89101487]]),  ([[0.79875756, 0.64638206, 0.95258893],
       [0.20965277, 0.66173851, 0.27089406],
       [0.91587146, 0.92539245, 0.51516288]]))","[( ([0.0588091, 0.       , 0.9411909]),  ([0.07473483, 0.92526517, 0.        ]))]"
70,"( ([[0.40693279, 0.05469866, 0.10227251],
       [0.26791354, 0.27736003, 0.75350627],
       [0.82865113, 0.41679255, 0.90802659]]),  ([[0.54269328, 0.31475178, 0.32495701],
       [0.08243035, 0.06947101, 0.59651232],
       [0.74284807, 0.07464427, 0.39256717]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
71,"( ([[0.56344579, 0.0513165 , 0.25288959],
       [0.18604013, 0.28681571, 0.01592502],
       [0.69915661, 0.13494106, 0.72252658]]),  ([[0.75401578, 0.06087313, 0.65289821],
       [0.8456394 , 0.94604006, 0.17052724],
       [0.12096788, 0.16693042, 0.79345047]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.        , 0.44686545, 0.55313455]),  ([0.        , 0.82308812, 0.17691188]))]"
72,"( ([[0.99766321, 0.25837588, 0.07382839],
       [0.37150667, 0.67072891, 0.66892689],
       [0.25425155, 0.59509926, 0.63049227]]),  ([[0.04075329, 0.5937144 , 0.46781427],
       [0.56026412, 0.76323221, 0.13999368],
       [0.17311151, 0.31789693, 0.06062955]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
73,"( ([[0.44469801, 0.29724214, 0.46931079],
       [0.19579236, 0.23289774, 0.2046179 ],
       [0.20377531, 0.50046468, 0.94687293]]),  ([[0.15539335, 0.55239945, 0.16518864],
       [0.04656756, 0.04488048, 0.93305375],
       [0.77678694, 0.86500889, 0.34734203]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
74,"( ([[0.30080528, 0.58554485, 0.31232685],
       [0.53083537, 0.59113004, 0.91514294],
       [0.71558214, 0.11029789, 0.22764223]]),  ([[0.98387729, 0.53572123, 0.94671479],
       [0.24226778, 0.00248646, 0.70028144],
       [0.12235905, 0.867353  , 0.98279474]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
75,"( ([[0.59339833, 0.89831602, 0.28502856],
       [0.85334669, 0.79990166, 0.37255076],
       [0.24766168, 0.36380416, 0.88426662]]),  ([[0.52368792, 0.60170416, 0.72045028],
       [0.7125425 , 0.14942643, 0.59670956],
       [0.54547346, 0.34453947, 0.46117075]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
76,"( ([[0.39759474, 0.99627376, 0.44705257],
       [0.8450334 , 0.0776891 , 0.81948961],
       [0.09868464, 0.50707885, 0.80201327]]),  ([[0.23237549, 0.68646403, 0.42430081],
       [0.41386149, 0.65112166, 0.33242496],
       [0.75564081, 0.85618434, 0.91230272]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0.17631675, 0.        , 0.82368325]),  ([0.        , 0.42049203, 0.57950797])), ( ([0.        , 0.14972284, 0.85027716]),  ([0.        , 0.03910867, 0.96089133]))]"
77,"( ([[0.71549857, 0.3829188 , 0.02529388],
       [0.89915945, 0.49796137, 0.958312  ],
       [0.41073364, 0.63599644, 0.44276607]]),  ([[0.45018118, 0.01315183, 0.24321377],
       [0.82341367, 0.16184494, 0.81073791],
       [0.84927897, 0.80452012, 0.05661611]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
78,"( ([[0.06534407, 0.73828318, 0.76442857],
       [0.19454306, 0.89110198, 0.36116498],
       [0.32038639, 0.51478223, 0.15945026]]),  ([[0.76144862, 0.15344662, 0.06397078],
       [0.65638807, 0.34517148, 0.89891965],
       [0.74721435, 0.66800106, 0.17989523]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
79,"( ([[0.71432689, 0.06925384, 0.27352851],
       [0.95653541, 0.37042507, 0.86644952],
       [0.59318496, 0.07514689, 0.67797678]]),  ([[0.06856816, 0.25621924, 0.95772892],
       [0.83979154, 0.31143305, 0.74498396],
       [0.4735768 , 0.78349569, 0.70549579]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
80,"( ([[0.13549102, 0.73607617, 0.17105148],
       [0.17347637, 0.88718243, 0.36656089],
       [0.93071295, 0.48744341, 0.89473837]]),  ([[0.27726386, 0.10870991, 0.50339365],
       [0.63086785, 0.19738307, 0.10207869],
       [0.88737903, 0.95897521, 0.12497486]]))","[( ([0.        , 0.14175189, 0.85824811]),  ([0.34550341, 0.65449659, 0.        ]))]"
81,"( ([[0.28283228, 0.50576747, 0.92614557],
       [0.95747083, 0.0450178 , 0.20433139],
       [0.11856418, 0.37059895, 0.44875512]]),  ([[0.26721217, 0.49359551, 0.40639598],
       [0.71498571, 0.83909439, 0.13680275],
       [0.73532632, 0.33368573, 0.34020129]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
82,"( ([[0.04839404, 0.69386927, 0.30762318],
       [0.59270919, 0.02353323, 0.34344892],
       [0.34585235, 0.90428918, 0.86642463]]),  ([[0.40837279, 0.36096851, 0.7753404 ],
       [0.43955208, 0.65268796, 0.80769817],
       [0.949938  , 0.08928395, 0.10802409]]))","[( ([0.        , 0.69576212, 0.30423788]),  ([ 0.67933697, -0.        ,  0.32066303]))]"
83,"( ([[0.48000914, 0.89997041, 0.67093414],
       [0.10074857, 0.08816782, 0.37796709],
       [0.49435875, 0.05428212, 0.94811713]]),  ([[0.7446322 , 0.19552244, 0.52907733],
       [0.84953377, 0.96057788, 0.8198831 ],
       [0.98322733, 0.62910918, 0.03370686]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
84,"( ([[0.71056131, 0.60464166, 0.54796994],
       [0.87031148, 0.76452649, 0.89361212],
       [0.30089622, 0.76838216, 0.15174427]]),  ([[0.08877848, 0.6648157 , 0.0674989 ],
       [0.39260172, 0.98288482, 0.47466438],
       [0.03290978, 0.70482243, 0.9209736 ]]))","[( ([0.        , 0.29839818, 0.70160182]),  ([0.        , 0.99482962, 0.00517038]))]"
85,"( ([[0.73604492, 0.35394622, 0.76313597],
       [0.3061567 , 0.56139919, 0.67771168],
       [0.73179692, 0.58500149, 0.41157948]]),  ([[0.24377174, 0.54641981, 0.73946786],
       [0.37819393, 0.58675099, 0.17626449],
       [0.77213436, 0.36514267, 0.78336189]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0.68013754, 0.31986246, 0.        ]),  ([0.        , 0.29167268, 0.70832732])), ( ([0.1776325 , 0.45640026, 0.36596725]),  ([0.17590074, 0.49855614, 0.32554312]))]"
86,"( ([[0.39199586, 0.95150949, 0.25757429],
       [0.52409524, 0.44631751, 0.81201233],
       [0.59517286, 0.88648605, 0.33706076]]),  ([[0.81180308, 0.16069021, 0.82453104],
       [0.51181028, 0.29175139, 0.98230211],
       [0.65895049, 0.82763536, 0.70187891]]))","[( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.15926657, 0.        , 0.84073343]),  ([0.        , 0.55004166, 0.44995834])), ( ([0.        , 0.15405531, 0.84594469]),  ([0.        , 0.51900462, 0.48099538]))]"
87,"( ([[0.19649843, 0.26077603, 0.55959506],
       [0.51917372, 0.99652104, 0.70861003],
       [0.12124692, 0.95110275, 0.66092489]]),  ([[0.44758972, 0.06404245, 0.48266719],
       [0.53048676, 0.90807435, 0.43882832],
       [0.4752918 , 0.78852045, 0.47508914]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
88,"( ([[0.8193693 , 0.30020543, 0.2585678 ],
       [0.23513237, 0.65334946, 0.04875467],
       [0.25580289, 0.51813251, 0.13883067]]),  ([[0.37626355, 0.82430191, 0.65221177],
       [0.99974479, 0.23824463, 0.371469  ],
       [0.29483187, 0.41328474, 0.94202131]]))","[( ([0.62957909, 0.37042091, 0.        ]),  ([0.3767348, 0.6232652, 0.       ])), ( ([0.75444695, 0.        , 0.24555305]),  ([0.        , 0.35460413, 0.64539587])), ( ([0.56008832, 0.34439321, 0.09551847]),  ([0.0278667 , 0.39123241, 0.58090089]))]"
89,"( ([[0.87906507, 0.46381711, 0.43040851],
       [0.14860827, 0.83420064, 0.87021737],
       [0.47860444, 0.39855298, 0.56505252]]),  ([[0.8258108 , 0.13489657, 0.54668048],
       [0.28318428, 0.18371716, 0.31634766],
       [0.32920705, 0.37739851, 0.10302174]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.10619293, 0.89380707, 0.        ]),  ([ 0.37581968, -0.        ,  0.62418032]))]"
90,"( ([[0.676082  , 0.38118698, 0.68431049],
       [0.44397298, 0.7667161 , 0.32253664],
       [0.5748381 , 0.02883661, 0.78563872]]),  ([[0.15495674, 0.41521222, 0.32879243],
       [0.99385421, 0.56317703, 0.81149581],
       [0.95488183, 0.29960989, 0.03540251]]))","[( ([0.74182902, 0.25817098, 0.        ]),  ([0.        , 0.48410601, 0.51589399]))]"
91,"( ([[9.66251925e-01, 6.53620721e-01, 5.63673364e-04],
       [2.20448943e-01, 5.36092439e-01, 6.88388164e-01],
       [7.35446336e-01, 9.26227798e-01, 1.65108390e-01]]),  ([[0.90908719, 0.53002959, 0.62897997],
       [0.52613037, 0.50636227, 0.8801735 ],
       [0.87116449, 0.04328853, 0.3826747 ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.55829526, 0.44170474, 0.        ]),  ([0.47977909, 0.        , 0.52022091]))]"
92,"( ([[0.56384991, 0.78725776, 0.68188619],
       [0.51572864, 0.36827393, 0.05514789],
       [0.40876427, 0.41187495, 0.48330532]]),  ([[0.48308312, 0.93254038, 0.15469046],
       [0.62494459, 0.37151146, 0.56644949],
       [0.31310682, 0.46086603, 0.01584477]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
93,"( ([[0.23620587, 0.30864123, 0.71228636],
       [0.99105283, 0.9540042 , 0.7091381 ],
       [0.63287647, 0.8523212 , 0.74415644]]),  ([[0.33491324, 0.40807846, 0.10266685],
       [0.839444  , 0.47737068, 0.56126736],
       [0.95571085, 0.02990256, 0.76261703]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
94,"( ([[0.67684481, 0.75190323, 0.09315374],
       [0.90467197, 0.79998365, 0.61035999],
       [0.90082203, 0.99635984, 0.99600937]]),  ([[0.3747958 , 0.06677939, 0.96701722],
       [0.31128836, 0.1419897 , 0.57216118],
       [0.98407069, 0.84770564, 0.8300122 ]]))","[( ([0.        , 0.37128673, 0.62871327]),  ([0.99011566, 0.        , 0.00988434]))]"
95,"( ([[0.17653298, 0.25426126, 0.75569781],
       [0.58364473, 0.65422735, 0.7515759 ],
       [0.14625514, 0.7122817 , 0.96713259]]),  ([[0.93883848, 0.67220649, 0.1119246 ],
       [0.04561042, 0.70271615, 0.83408134],
       [0.77622071, 0.0893744 , 0.0847331 ]]))","[( ([0.        , 0.46723445, 0.53276555]),  ([0.33012929, 0.        , 0.66987071]))]"
96,"( ([[0.23746204, 0.51935097, 0.22423431],
       [0.59570798, 0.28601793, 0.62298615],
       [0.93354248, 0.04013294, 0.74490841]]),  ([[0.29767953, 0.78007897, 0.69344968],
       [0.4810561 , 0.38222698, 0.24802158],
       [0.6148822 , 0.2933717 , 0.19891692]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.17003487, 0.82996513, 0.        ]),  ([0.39442416, 0.60557584, 0.        ]))]"
97,"( ([[0.3084674 , 0.24620299, 0.98295597],
       [0.12210637, 0.39552209, 0.35363883],
       [0.43940395, 0.98143858, 0.14473383]]),  ([[0.90236631, 0.92362416, 0.00205719],
       [0.49643315, 0.21914762, 0.45775571],
       [0.22606566, 0.35049235, 0.02099235]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
98,"( ([[0.7760139 , 0.69977846, 0.44948803],
       [0.14622371, 0.1163622 , 0.12173505],
       [0.37266363, 0.18386951, 0.76516297]]),  ([[0.98130042, 0.14786317, 0.08138269],
       [0.84624084, 0.27296246, 0.50169763],
       [0.49207863, 0.22241637, 0.16219544]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
99,"( ([[0.64812357, 0.35152333, 0.53636787],
       [0.21722137, 0.51080017, 0.33087738],
       [0.32624061, 0.26544767, 0.5466845 ]]),  ([[0.81562024, 0.10544505, 0.72848274],
       [0.96789815, 0.33349806, 0.87451641],
       [0.91664059, 0.27446339, 0.76312637]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
100,"( ([[0.86089384, 0.86859581, 0.84596822],
       [0.62639475, 0.55899448, 0.80790081],
       [0.72517303, 0.50759871, 0.74904066]]),  ([[0.31520452, 0.57346152, 0.65138406],
       [0.05013578, 0.55352774, 0.50028646],
       [0.72601865, 0.72282505, 0.71230066]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
101,"( ([[0.9980933 , 0.29068905, 0.74819162],
       [0.58548851, 0.46515224, 0.03314579],
       [0.47056652, 0.6147656 , 0.77255848]]),  ([[0.6535142 , 0.02669008, 0.81735246],
       [0.722182  , 0.42014759, 0.30549371],
       [0.3150604 , 0.35616783, 0.54488716]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
102,"( ([[0.13952963, 0.30188224, 0.13024507],
       [0.89456946, 0.58141695, 0.61797412],
       [0.2375618 , 0.61392834, 0.30631263]]),  ([[0.20215153, 0.49357591, 0.05675902],
       [0.18390185, 0.33534675, 0.63249766],
       [0.34903853, 0.28955541, 0.76805081]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
103,"( ([[0.45967704, 0.39111831, 0.15460448],
       [0.21287246, 0.94830171, 0.01307711],
       [0.193535  , 0.1713714 , 0.93673127]]),  ([[0.58172249, 0.39542115, 0.70779201],
       [0.31025582, 0.48274727, 0.18089846],
       [0.98922026, 0.62126318, 0.97257363]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0.48075505, 0.51924495, 0.        ]),  ([0.69302455, 0.30697545, 0.        ])), ( ([0.11664153, 0.        , 0.88335847]),  ([0.74611281, 0.        , 0.25388719]))]"
104,"( ([[0.75899195, 0.03099642, 0.26727753],
       [0.37572846, 0.7428346 , 0.88299234],
       [0.95645149, 0.95636443, 0.25801007]]),  ([[0.02187886, 0.82498391, 0.70818855],
       [0.55422641, 0.4081043 , 0.90763839],
       [0.72518342, 0.21915926, 0.25325188]]))","[( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.        , 0.57180014, 0.42819986]),  ([0.51835409, 0.        , 0.48164591]))]"
105,"( ([[0.0790002 , 0.93129101, 0.3457253 ],
       [0.41875272, 0.10164779, 0.42036273],
       [0.17525828, 0.00213586, 0.02768806]]),  ([[0.14380574, 0.11010712, 0.15752051],
       [0.59668623, 0.4962163 , 0.97481747],
       [0.20747069, 0.11469064, 0.3664039 ]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
106,"( ([[0.51946635, 0.71748705, 0.52423066],
       [0.65205247, 0.1885264 , 0.09049027],
       [0.27183985, 0.71536662, 0.62331827]]),  ([[0.60366318, 0.17237251, 0.86510611],
       [0.67148313, 0.06915111, 0.69572637],
       [0.95320933, 0.12102653, 0.66410007]]))","[( ([0.52512597, 0.        , 0.47487403]),  ([0.28579053, 0.        , 0.71420947]))]"
107,"( ([[0.00119086, 0.39498748, 0.61996138],
       [0.31429404, 0.29347144, 0.15041876],
       [0.5329225 , 0.72003973, 0.74594537]]),  ([[0.14238271, 0.31208904, 0.35860343],
       [0.26409273, 0.06362373, 0.86928099],
       [0.83505924, 0.21315019, 0.80453099]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
108,"( ([[0.05050925, 0.05406843, 0.04285731],
       [0.49593383, 0.77071186, 0.45498927],
       [0.93049926, 0.34770311, 0.14742151]]),  ([[0.06307513, 0.74629572, 0.00527073],
       [0.94814664, 0.54753418, 0.29415254],
       [0.50201827, 0.88511902, 0.26016699]]))","[( ([0.        , 0.48882773, 0.51117227]),  ([0.49326199, 0.50673801, 0.        ]))]"
109,"( ([[0.88958141, 0.16070591, 0.39874183],
       [0.95046712, 0.69717976, 0.5060773 ],
       [0.01494316, 0.59305609, 0.65507987]]),  ([[0.15444607, 0.18936494, 0.0294017 ],
       [0.66776781, 0.77226152, 0.86252721],
       [0.59344218, 0.19771678, 0.52446474]]))","[( ([0.        , 0.26153891, 0.73846109]),  ([0.13738951, 0.        , 0.86261049]))]"
110,"( ([[0.57570408, 0.02092165, 0.17948539],
       [0.80647147, 0.00184331, 0.16124568],
       [0.21669293, 0.66982846, 0.47264805]]),  ([[0.59228997, 0.04617834, 0.3188405 ],
       [0.24811924, 0.51236021, 0.39321012],
       [0.72763899, 0.42833512, 0.23247046]]))","[( ([0.        , 0.53110924, 0.46889076]),  ([0.53108955, 0.46891045, 0.        ]))]"
111,"( ([[0.53346299, 0.77855301, 0.62966381],
       [0.95332706, 0.73528622, 0.04516913],
       [0.01160355, 0.23514699, 0.14947832]]),  ([[0.18059058, 0.95415351, 0.25761408],
       [0.05292518, 0.22470424, 0.54815585],
       [0.20017478, 0.04812363, 0.30079967]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
112,"( ([[0.68289122, 0.77921848, 0.80859968],
       [0.65238812, 0.76162878, 0.73974139],
       [0.96227469, 0.00127915, 0.11441862]]),  ([[0.11371924, 0.37776343, 0.55083918],
       [0.37787084, 0.17262835, 0.83887151],
       [0.25190305, 0.9596636 , 0.69707949]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
113,"( ([[0.19707724, 0.66528435, 0.07710118],
       [0.37823724, 0.95274864, 0.51110467],
       [0.4143085 , 0.88885016, 0.64885399]]),  ([[0.26566249, 0.11849732, 0.68198447],
       [0.26647783, 0.54361077, 0.88621475],
       [0.91317851, 0.28984547, 0.32830804]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
114,"( ([[0.506178  , 0.69969281, 0.92018964],
       [0.65789621, 0.39364757, 0.98061049],
       [0.79444318, 0.76492956, 0.78131295]]),  ([[0.12877838, 0.08287052, 0.15201688],
       [0.0728605 , 0.72162384, 0.34967225],
       [0.30408978, 0.03086173, 0.6729951 ]]))","[( ([0.84324035, 0.15675965, 0.        ]),  ([0.        , 0.16487434, 0.83512566]))]"
115,"( ([[0.76777176, 0.13044192, 0.82428651],
       [0.57230553, 0.32690879, 0.88555389],
       [0.55894504, 0.10204349, 0.33477517]]),  ([[0.69694443, 0.3949016 , 0.26865141],
       [0.74457677, 0.99639389, 0.63038728],
       [0.86276619, 0.58499044, 0.30349072]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0.45465847, 0.54534153, 0.        ]),  ([0.50127653, 0.49872347, 0.        ]))]"
116,"( ([[0.13286234, 0.43597831, 0.73615398],
       [0.27296207, 0.81299153, 0.1515874 ],
       [0.24211695, 0.58065211, 0.11884895]]),  ([[0.79457537, 0.47746144, 0.9852432 ],
       [0.5479448 , 0.35301664, 0.47835701],
       [0.84837222, 0.87240333, 0.72725915]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.2673825, 0.7326175, 0.       ]),  ([0.80667001, 0.        , 0.19332999]))]"
117,"( ([[0.16300431, 0.29956434, 0.63437511],
       [0.55922911, 0.07687828, 0.85280338],
       [0.02880032, 0.96258014, 0.89082409]]),  ([[0.3916568 , 0.90409721, 0.99349398],
       [0.99735028, 0.92571337, 0.78892869],
       [0.88808764, 0.26833313, 0.35012669]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
118,"( ([[0.90243553, 0.07581691, 0.90650996],
       [0.71456423, 0.75792058, 0.09835961],
       [0.40302665, 0.98845298, 0.18697188]]),  ([[0.65183097, 0.25226867, 0.69877436],
       [0.59182151, 0.66068701, 0.97502308],
       [0.40203501, 0.31568129, 0.52042124]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
119,"( ([[0.25253305, 0.51755106, 0.05049561],
       [0.23082482, 0.98577001, 0.75210778],
       [0.40582515, 0.39083547, 0.45364537]]),  ([[0.80784151, 0.87284186, 0.00276674],
       [0.57120177, 0.67513966, 0.27963783],
       [0.59686986, 0.70057049, 0.32137592]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
120,"( ([[0.64465154, 0.69862054, 0.39421999],
       [0.07117571, 0.27454041, 0.0801473 ],
       [0.45661061, 0.34948625, 0.5152169 ]]),  ([[0.8550721 , 0.1722506 , 0.06052059],
       [0.43886533, 0.24107178, 0.03747196],
       [0.14979176, 0.24084314, 0.10484032]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
121,"( ([[0.97747814, 0.97806466, 0.86161948],
       [0.99398605, 0.56073419, 0.66069863],
       [0.10810589, 0.2313818 , 0.52132717]]),  ([[0.98251864, 0.9096063 , 0.94747836],
       [0.18373879, 0.95544634, 0.57798619],
       [0.01683296, 0.66039361, 0.63281068]]))","[( ([0.91837575, 0.08162425, 0.        ]),  ([0.92407669, 0.        , 0.07592331]))]"
122,"( ([[0.42410202, 0.30219858, 0.83193115],
       [0.84686321, 0.01986367, 0.92602776],
       [0.61211916, 0.36943732, 0.52625134]]),  ([[0.63468546, 0.64344526, 0.73875184],
       [0.08776258, 0.43683735, 0.32942459],
       [0.12107349, 0.71416891, 0.71335661]]))","[( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.52985947, 0.47014053, 0.        ]),  ([0.        , 0.24997007, 0.75002993])), ( ([0.00845093, 0.        , 0.99154907]),  ([0.        , 0.81969591, 0.18030409]))]"
